REAL_GENOTYPE,TANK,STRIP,POSITION,GENOTYPE,FRESH_LS,FRESH_RS,DRY_LS,DRY_RS,AREA,S_WEIGHT,w_WEIGHT,w_AREA,S,P,T,geno
5,B,37,14,5,3.77,4.07,0.2857,0.1938,8.785308693155239,0.36174999999999996,5,1,92,4,B,5
21,B,37,11,21,2.43,1.98,0.1971,0.1822,25.35785687753314,0.7795,5,1,92,1,B,21
25,B,38,15,25,3.1,2.25,0.292,0.1113,9.821873419262088,0.76325,5,1,93,5,B,25
28,B,38,14,28,1.01,1.47,0.0857,0.0924,23.757221476356914,0.959,5,1,93,4,B,28
3,B,39,14,3,2.15,2.06,0.1874,0.1064,8.543077841715126,0.33999999999999997,5,1,94,4,B,3
7,B,40,15,7,0.45,0.68,0.0579,0.1652,6.483741615354091,0.31875,4,1,95,5,B,7
10,B,40,11,10,0.54,0.65,0.043,0.0623,7.342401618675622,0.4385,4,1,95,1,B,10
6,B,40,13,6,2.9,2.35,0.2873,0.1442,11.235095899684708,0.3225,5,1,95,3,B,6
13,B,41,14,13,1.93,1.91,0.1928,0.1096,8.833578644840916,0.5075000000000001,5,1,96,4,B,13
19,B,42,14,19,1.48,1.96,0.1634,0.1822,23.32448437042418,0.67125,5,1,97,4,B,19
23,B,43,14,23,1.65,1.96,0.1922,0.1674,8.63008419192361,0.787,5,1,98,4,B,23
22,B,43,11,22,1.53,2,0.1794,0.1627,25.019453773043114,0.7705,5,1,98,1,B,22
24,B,43,15,24,1.25,1.14,0.1641,0.1012,21.326685201313904,0.72325,5,1,98,5,B,24
21,B,43,13,21,3.1,2.49,0.3316,0.2369,25.309358729096225,0.7795,5,1,98,3,B,21
28,B,44,13,28,1.66,2.37,0.1874,0.2468,8.399345582427836,0.959,5,1,99,3,B,28
27,B,44,12,27,1.08,1.34,0.1301,0.1355,21.763250941628538,0.88425,5,1,99,2,B,27
26,B,44,14,26,1.21,1.6,0.118,0.1222,22.854215237711287,0.8365,5,1,99,4,B,26
28,A,28,1,28,3.38,4.27,0.2676,0.3084,21.937028748802078,NA,5,1,72,1,A,28
22,A,12,1,22,1.64,1.9,0.1512,0.1361,18.59951149171596,NA,5,1,88,1,A,22
30,A,4,5,30,1.13,1.72,0.0896,0.1347,19.59804264019663,NA,5,1,96,5,A,30
4,B,6,11,4,1.26,1.13,0.15189999999999998,0.156,8.29029922932886,NA,5,1,61,1,B,4
15,B,8,11,15,0.36,0.77,0.0346,0.2026,5.93844646187276,NA,4,1,63,1,B,15
